ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Metodo_Pagamento,Status_Pedido,Cidade,Estado,Pais,Faturamento
TRX004929,2025-11-27,CLI00059,Bicicleta Aro 29,Esporte,1647.23,1,Boleto,Em Processamento,Manaus,AM,Brasil,1647.23
TRX004640,2025-08-10,CLI00364,Biografia,Livros,3241.29,1,Cartao De Credito,Em Processamento,Brasília,DF,Brasil,3241.29
TRX005720,2025-05-03,CLI01096,Liquidificador,Casa,1329.92,5,Boleto,Concluido,Curitiba,PR,Brasil,6649.6
TRX000007,2025-03-23,CLI00284,Livro Infantil,Livros,779.33,3,Cartao De Credito,Em Processamento,Recife,PE,Brasil,2337.99
TRX002488,2025-07-21,CLI00684,Luminária LED,Casa,1353.56,1,Cartao De Debito,Em Processamento,Salvador,BA,Brasil,1353.56
TRX000679,2025-04-06,CLI01087,Luminária LED,Casa,2119.53,3,Cartao De Credito,Cancelado,Recife,PE,Brasil,6358.59
TRX001944,2025-12-21,CLI00846,"Smart TV 50""",Eletrônicos,3366.78,5,Pix,Em Processamento,Manaus,AM,Brasil,16833.9
TRX005166,2025-06-15,CLI00202,Livro Técnico Python,Livros,668.89,3,Cartao De Credito,Concluido,São Paulo,SP,Brasil,2006.67
TRX005628,2025-03-25,CLI00842,Kit Cama,Casa,1565.89,5,Cartao De Credito,Concluido,Manaus,AM,Brasil,7829.45
TRX003461,2025-08-13,CLI00988,Corda de Pular,Esporte,2458.78,2,Boleto,Devolvido,Fortaleza,CE,Brasil,4917.56
TRX004690,2025-08-03,CLI00714,Quadrinho Clássico,Livros,1639.33,1,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,1639.33
TRX003911,2025-06-04,CLI00826,Luminária LED,Casa,1604.53,1,Cartao De Credito,Concluido,Brasília,DF,Brasil,1604.53
TRX002608,2025-10-19,CLI00790,Livro Técnico Python,Livros,3212.35,5,Pix,Cancelado,Porto Alegre,RS,Brasil,16061.75
TRX004399,2025-02-02,CLI00154,Livro Infantil,Livros,2303.9,3,Pix,Devolvido,Fortaleza,CE,Brasil,6911.7
TRX005624,2025-07-18,CLI00952,Luminária LED,Casa,3380.05,4,Cartao De Debito,Devolvido,Brasília,DF,Brasil,13520.2
TRX001065,2025-05-29,CLI00048,Luminária LED,Casa,682.98,3,Pix,Devolvido,Belo Horizonte,MG,Brasil,2048.94
TRX003882,2025-05-11,CLI00914,Jogo de Panelas,Casa,1573.78,2,Nao Informado,Em Processamento,Belo Horizonte,MG,Brasil,3147.56
TRX002243,2025-02-17,CLI00527,Corda de Pular,Esporte,3263.94,3,Boleto,Cancelado,Rio De Janeiro,RJ,Brasil,9791.82
TRX001475,2025-02-14,CLI00143,Vestido Casual,Moda,3081.8,3,Cartao De Credito,Concluido,São Paulo,SP,Brasil,9245.4
TRX004533,2025-04-30,CLI00394,Bicicleta Aro 29,Esporte,1354.16,4,Nao Informado,Cancelado,Manaus,AM,Brasil,5416.64
TRX001890,2025-11-16,CLI00836,Biografia,Livros,649.26,5,Pix,Em Processamento,Manaus,AM,Brasil,3246.3
TRX003593,2025-09-27,CLI00754,Corda de Pular,Esporte,3363.85,5,Boleto,Concluido,Fortaleza,CE,Brasil,16819.25
TRX002022,2025-02-07,CLI00487,Livro Técnico Python,Livros,2276.95,5,Boleto,Em Processamento,Rio De Janeiro,RJ,Brasil,11384.75
TRX004807,2025-04-19,CLI00557,"Smart TV 50""",Eletrônicos,1765.54,4,Pix,Concluido,Curitiba,PR,Brasil,7062.16
TRX004351,2025-01-14,CLI00989,Livro Técnico Python,Livros,1362.71,3,Boleto,Concluido,Curitiba,PR,Brasil,4088.13
TRX002659,2025-04-06,CLI01199,Luminária LED,Casa,3265.47,3,Pix,Concluido,Fortaleza,CE,Brasil,9796.41
TRX002468,2025-07-29,CLI00889,Bicicleta Aro 29,Esporte,3406.2,3,Boleto,Concluido,Curitiba,PR,Brasil,10218.6
TRX003793,2025-01-23,CLI00682,Smartphone X10,Eletrônicos,2238.64,3,Pix,Cancelado,Fortaleza,CE,Brasil,6715.92
TRX001131,2025-08-17,CLI01183,Caixa de Som,Eletrônicos,3031.03,3,Boleto,Em Processamento,Salvador,BA,Brasil,9093.09
TRX001462,2025-07-15,CLI00016,Liquidificador,Casa,2073.59,1,Pix,Concluido,Brasília,DF,Brasil,2073.59
TRX003276,2025-08-11,CLI00928,Jaqueta Corta-Vento,Moda,3071.42,2,Cartao De Credito,Cancelado,Salvador,BA,Brasil,6142.84
TRX005855,2025-03-29,CLI01186,Camiseta Básica,Moda,1776.7,2,Pix,Devolvido,Manaus,AM,Brasil,3553.4
TRX003442,2025-04-22,CLI00829,Jaqueta Corta-Vento,Moda,126.56,4,Cartao De Credito,Concluido,Rio De Janeiro,RJ,Brasil,506.24
TRX004910,2025-10-30,CLI00238,Quadrinho Clássico,Livros,864.75,5,Cartao De Debito,Concluido,Curitiba,PR,Brasil,4323.75
TRX000223,2025-09-22,CLI00976,Livro Infantil,Livros,3087.56,5,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,15437.8
TRX005670,2025-07-10,CLI00371,Biografia,Livros,1116.82,2,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,2233.64
TRX000049,2025-05-30,CLI00356,Calça Jeans,Moda,562.34,1,Pix,Em Processamento,Porto Alegre,RS,Brasil,562.34
TRX000574,2025-12-28,CLI00869,Corda de Pular,Esporte,2283.41,1,Cartao De Credito,Concluido,Salvador,BA,Brasil,2283.41
TRX001237,2025-08-26,CLI00290,Tênis Esportivo,Moda,3098.33,1,Cartao De Credito,Em Processamento,Belo Horizonte,MG,Brasil,3098.33
TRX004649,2025-07-29,CLI00614,Luminária LED,Casa,1205.56,5,Pix,Cancelado,São Paulo,SP,Brasil,6027.8
TRX005930,2025-11-30,CLI00730,Luminária LED,Casa,1432.43,1,Cartao De Credito,Concluido,Manaus,AM,Brasil,1432.43
TRX005495,2025-10-08,CLI00573,Fone Bluetooth,Eletrônicos,1729.64,2,Boleto,Devolvido,Brasília,DF,Brasil,3459.28
TRX002283,2025-10-16,CLI00114,Vestido Casual,Moda,1316.72,4,Cartao De Debito,Concluido,Porto Alegre,RS,Brasil,5266.88
TRX005722,2025-04-11,CLI01073,Luminária LED,Casa,187.66,5,Pix,Devolvido,Salvador,BA,Brasil,938.3
TRX000268,2025-08-17,CLI01087,Jaqueta Corta-Vento,Moda,1038.11,3,Nao Informado,Devolvido,Salvador,BA,Brasil,3114.33
TRX001105,2025-10-06,CLI00074,Kit Cama,Casa,1610.73,5,Pix,Devolvido,Brasília,DF,Brasil,8053.65
TRX002306,2025-09-30,CLI00886,Kit Cama,Casa,978.63,3,Pix,Em Processamento,Belo Horizonte,MG,Brasil,2935.89
TRX004983,2025-02-19,CLI00106,Bola de Futebol,Esporte,118.94,2,Cartao De Credito,Em Processamento,Fortaleza,CE,Brasil,237.88
TRX001936,2025-04-15,CLI01167,Livro Infantil,Livros,2206.41,5,Pix,Em Processamento,Manaus,AM,Brasil,11032.05
TRX000387,2025-02-12,CLI01174,Bola de Futebol,Esporte,2029.82,4,Cartao De Debito,Cancelado,São Paulo,SP,Brasil,8119.28
TRX001702,2025-07-26,CLI00424,Jaqueta Corta-Vento,Moda,1758.87,5,Boleto,Em Processamento,Porto Alegre,RS,Brasil,8794.35
TRX001629,2025-10-06,CLI00146,Tapete de Yoga,Esporte,2553.37,1,Cartao De Credito,Cancelado,Porto Alegre,RS,Brasil,2553.37
TRX005049,2025-06-24,CLI00319,Jogo de Panelas,Casa,1405.75,3,Pix,Cancelado,Recife,PE,Brasil,4217.25
TRX002715,2025-10-24,CLI00396,Notebook Prime,Eletrônicos,599.12,5,Pix,Cancelado,Porto Alegre,RS,Brasil,2995.6
TRX004915,2025-03-31,CLI01021,Bola de Futebol,Esporte,1028.27,4,Cartao De Credito,Em Processamento,Belo Horizonte,MG,Brasil,4113.08
TRX005346,2025-06-05,CLI00295,Vestido Casual,Moda,2883.82,4,Boleto,Em Processamento,Porto Alegre,RS,Brasil,11535.28
TRX001564,2025-03-31,CLI00118,Corda de Pular,Esporte,1029.73,2,Pix,Devolvido,Brasília,DF,Brasil,2059.46
TRX002761,2025-10-13,CLI00219,Caixa de Som,Eletrônicos,2341.54,2,Cartao De Credito,Devolvido,Rio De Janeiro,RJ,Brasil,4683.08
TRX003721,2025-05-12,CLI00707,Smartphone X10,Eletrônicos,2818.6,2,Pix,Em Processamento,Porto Alegre,RS,Brasil,5637.2
TRX000210,2025-07-01,CLI00115,Calça Jeans,Moda,2859.75,5,Boleto,Cancelado,Porto Alegre,RS,Brasil,14298.75
TRX000910,2025-10-18,CLI01198,Camiseta Básica,Moda,3259.33,3,Cartao De Credito,Cancelado,Manaus,AM,Brasil,9777.99
TRX001290,2025-09-25,CLI00977,Luminária LED,Casa,2124.95,2,Boleto,Concluido,Recife,PE,Brasil,4249.9
TRX005372,2025-02-02,CLI00921,Aspirador de Pó,Casa,3164.17,3,Pix,Concluido,Fortaleza,CE,Brasil,9492.51
TRX005214,2025-07-13,CLI00414,Fone Bluetooth,Eletrônicos,2393.93,4,Boleto,Devolvido,Belo Horizonte,MG,Brasil,9575.72
TRX001843,2025-05-04,CLI00615,Fone Bluetooth,Eletrônicos,699.92,2,Pix,Em Processamento,São Paulo,SP,Brasil,1399.84
TRX002498,2025-04-12,CLI00987,Livro Infantil,Livros,1075.04,5,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,5375.2
TRX005002,2025-01-13,CLI00938,Fone Bluetooth,Eletrônicos,131.16,4,Pix,Cancelado,Belo Horizonte,MG,Brasil,524.64
TRX003783,2025-07-20,CLI01014,Halteres 5kg,Esporte,808.34,2,Cartao De Credito,Concluido,Belo Horizonte,MG,Brasil,1616.68
TRX000959,2025-09-15,CLI00263,Vestido Casual,Moda,50.87,1,Cartao De Credito,Em Processamento,Recife,PE,Brasil,50.87
TRX001794,2025-05-06,CLI00147,Livro Técnico Python,Livros,1806.86,3,Cartao De Credito,Concluido,Recife,PE,Brasil,5420.58
TRX002089,2025-11-30,CLI00601,"Smart TV 50""",Eletrônicos,2727.43,5,Cartao De Debito,Concluido,Salvador,BA,Brasil,13637.15
TRX002703,2025-01-21,CLI00318,Notebook Prime,Eletrônicos,2115.66,1,Cartao De Debito,Cancelado,Manaus,AM,Brasil,2115.66
TRX000332,2025-05-11,CLI00663,Liquidificador,Casa,2894.15,4,Cartao De Credito,Em Processamento,Recife,PE,Brasil,11576.6
TRX003468,2025-07-13,CLI00935,Biografia,Livros,2231.49,5,Cartao De Debito,Cancelado,Manaus,AM,Brasil,11157.45
TRX004036,2025-08-27,CLI00578,Liquidificador,Casa,1000.35,2,Cartao De Debito,Cancelado,Manaus,AM,Brasil,2000.7
TRX003110,2025-04-17,CLI00403,Tênis Esportivo,Moda,1243.16,1,Cartao De Debito,Devolvido,Porto Alegre,RS,Brasil,1243.16
TRX002460,2025-03-17,CLI00847,Romance Best-Seller,Livros,2834.37,4,Pix,Concluido,São Paulo,SP,Brasil,11337.48
TRX001775,2025-09-02,CLI00423,"Smart TV 50""",Eletrônicos,239.34,5,Cartao De Credito,Concluido,Recife,PE,Brasil,1196.7
TRX004292,2025-06-01,CLI00945,Bicicleta Aro 29,Esporte,3187.54,2,Pix,Em Processamento,Rio De Janeiro,RJ,Brasil,6375.08
TRX003498,2025-06-18,CLI00114,Kit Cama,Casa,2007.5,5,Cartao De Credito,Cancelado,Fortaleza,CE,Brasil,10037.5
TRX003862,2025-03-17,CLI00104,Livro Infantil,Livros,631.21,1,Pix,Cancelado,Curitiba,PR,Brasil,631.21
TRX003358,2025-07-29,CLI00524,Calça Jeans,Moda,3458.77,2,Pix,Cancelado,Fortaleza,CE,Brasil,6917.54
TRX004963,2025-06-24,CLI00377,Fone Bluetooth,Eletrônicos,889.04,4,Boleto,Devolvido,Curitiba,PR,Brasil,3556.16
TRX004748,2025-10-01,CLI00027,Calça Jeans,Moda,1272.44,4,Cartao De Credito,Cancelado,Belo Horizonte,MG,Brasil,5089.76
TRX003916,2025-04-11,CLI00161,Bola de Futebol,Esporte,2475.07,4,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,9900.28
TRX002922,2025-03-27,CLI00645,Aspirador de Pó,Casa,1736.35,2,Cartao De Credito,Cancelado,Curitiba,PR,Brasil,3472.7
TRX004667,2025-11-12,CLI01161,Jaqueta Corta-Vento,Moda,2367.55,1,Cartao De Debito,Concluido,Porto Alegre,RS,Brasil,2367.55
TRX002479,2025-07-11,CLI00415,Romance Best-Seller,Livros,3473.45,1,Cartao De Debito,Cancelado,Recife,PE,Brasil,3473.45
TRX001367,2025-11-30,CLI00882,Fone Bluetooth,Eletrônicos,3414.37,3,Pix,Concluido,Brasília,DF,Brasil,10243.11
TRX000174,2025-10-30,CLI00938,Corda de Pular,Esporte,1227.52,1,Cartao De Debito,Concluido,Manaus,AM,Brasil,1227.52
TRX000859,2025-08-04,CLI00869,Halteres 5kg,Esporte,3298.54,5,Pix,Cancelado,Belo Horizonte,MG,Brasil,16492.7
TRX004503,2025-02-24,CLI00355,Livro Infantil,Livros,1466.53,2,Pix,Concluido,Brasília,DF,Brasil,2933.06
TRX003011,2025-01-01,CLI00715,Livro Infantil,Livros,393.64,4,Cartao De Debito,Em Processamento,São Paulo,SP,Brasil,1574.56
TRX005327,2025-05-29,CLI00500,"Smart TV 50""",Eletrônicos,413.6,3,Cartao De Debito,Concluido,São Paulo,SP,Brasil,1240.8
TRX004236,2025-08-12,CLI00240,Calça Jeans,Moda,1272.29,1,Cartao De Debito,Em Processamento,Brasília,DF,Brasil,1272.29
TRX001953,2025-06-08,CLI00475,Fone Bluetooth,Eletrônicos,3226.88,3,Pix,Em Processamento,São Paulo,SP,Brasil,9680.64
TRX004588,2025-03-25,CLI00052,Notebook Prime,Eletrônicos,2986.82,3,Cartao De Credito,Em Processamento,Rio De Janeiro,RJ,Brasil,8960.46
TRX005435,2025-03-24,CLI00280,Aspirador de Pó,Casa,2574.67,4,Cartao De Credito,Devolvido,Belo Horizonte,MG,Brasil,10298.68
TRX002037,2025-12-14,CLI00925,Vestido Casual,Moda,2088.59,3,Cartao De Credito,Concluido,Recife,PE,Brasil,6265.77
TRX004033,2025-01-29,CLI01079,Vestido Casual,Moda,1189.04,1,Cartao De Credito,Em Processamento,Brasília,DF,Brasil,1189.04
TRX004482,2025-09-06,CLI01050,Romance Best-Seller,Livros,299.77,4,Cartao De Debito,Cancelado,Rio De Janeiro,RJ,Brasil,1199.08
TRX000019,2025-05-06,CLI00151,"Smart TV 50""",Eletrônicos,3486.4,5,Cartao De Credito,Devolvido,Manaus,AM,Brasil,17432.0
TRX000001,2025-02-17,CLI00210,Smartphone X10,Eletrônicos,792.89,2,Cartao De Credito,Devolvido,Porto Alegre,RS,Brasil,1585.78
TRX002175,2025-03-08,CLI01015,Caixa de Som,Eletrônicos,1917.75,5,Boleto,Concluido,Belo Horizonte,MG,Brasil,9588.75
TRX001357,2025-07-09,CLI01054,Liquidificador,Casa,1373.67,3,Cartao De Debito,Cancelado,Belo Horizonte,MG,Brasil,4121.01
TRX005634,2025-12-19,CLI00752,Biografia,Livros,721.49,2,Pix,Em Processamento,Salvador,BA,Brasil,1442.98
TRX003306,2025-03-29,CLI00753,Liquidificador,Casa,1972.58,3,Pix,Devolvido,Manaus,AM,Brasil,5917.74
TRX002827,2025-12-21,CLI00589,Caixa de Som,Eletrônicos,1371.96,4,Cartao De Credito,Cancelado,Curitiba,PR,Brasil,5487.84
TRX003616,2025-05-20,CLI00538,Halteres 5kg,Esporte,2036.81,4,Boleto,Em Processamento,Recife,PE,Brasil,8147.24
TRX000397,2025-12-01,CLI00145,"Smart TV 50""",Eletrônicos,136.49,1,Nao Informado,Em Processamento,Porto Alegre,RS,Brasil,136.49
TRX004592,2025-06-22,CLI00583,Luminária LED,Casa,2195.97,2,Cartao De Credito,Concluido,Porto Alegre,RS,Brasil,4391.94
TRX005905,2025-10-16,CLI00325,Livro Técnico Python,Livros,333.17,5,Pix,Cancelado,São Paulo,SP,Brasil,1665.85
TRX004831,2025-01-07,CLI00991,Livro Infantil,Livros,2880.37,3,Pix,Concluido,São Paulo,SP,Brasil,8641.11
TRX001813,2025-09-21,CLI00417,Quadrinho Clássico,Livros,329.25,2,Cartao De Debito,Em Processamento,Rio De Janeiro,RJ,Brasil,658.5
TRX005058,2025-10-03,CLI00880,Vestido Casual,Moda,3415.27,3,Cartao De Credito,Concluido,Belo Horizonte,MG,Brasil,10245.81
TRX005130,2025-09-25,CLI00349,Quadrinho Clássico,Livros,374.68,1,Cartao De Credito,Em Processamento,Manaus,AM,Brasil,374.68
TRX000817,2025-01-21,CLI01094,"Smart TV 50""",Eletrônicos,436.62,5,Cartao De Debito,Em Processamento,Porto Alegre,RS,Brasil,2183.1
TRX001573,2025-05-06,CLI01065,Halteres 5kg,Esporte,2756.68,3,Pix,Em Processamento,Manaus,AM,Brasil,8270.04
TRX004231,2025-06-13,CLI00966,Tapete de Yoga,Esporte,1574.68,2,Cartao De Credito,Cancelado,São Paulo,SP,Brasil,3149.36
TRX001801,2025-10-13,CLI00520,Bola de Futebol,Esporte,2628.42,4,Cartao De Credito,Concluido,Curitiba,PR,Brasil,10513.68
TRX002281,2025-04-06,CLI00567,Tênis Esportivo,Moda,488.09,1,Pix,Devolvido,Belo Horizonte,MG,Brasil,488.09
TRX005379,2025-06-07,CLI00923,Vestido Casual,Moda,1357.52,5,Cartao De Debito,Concluido,Porto Alegre,RS,Brasil,6787.6
TRX004833,2025-04-12,CLI00081,Kit Cama,Casa,778.58,3,Boleto,Concluido,Brasília,DF,Brasil,2335.74
TRX005344,2025-03-29,CLI00048,Camiseta Básica,Moda,2269.93,3,Cartao De Credito,Cancelado,São Paulo,SP,Brasil,6809.79
TRX004621,2025-11-10,CLI00990,Smartphone X10,Eletrônicos,3469.87,2,Cartao De Credito,Devolvido,Belo Horizonte,MG,Brasil,6939.74
TRX005832,2025-06-14,CLI00724,Jaqueta Corta-Vento,Moda,1493.75,2,Pix,Em Processamento,São Paulo,SP,Brasil,2987.5
TRX005272,2025-03-07,CLI00947,Camiseta Básica,Moda,2687.86,1,Pix,Em Processamento,Brasília,DF,Brasil,2687.86
TRX004014,2025-05-04,CLI00818,Biografia,Livros,1351.17,3,Boleto,Devolvido,Fortaleza,CE,Brasil,4053.51
TRX004357,2025-08-16,CLI00163,Tênis Esportivo,Moda,1561.35,3,Pix,Concluido,Curitiba,PR,Brasil,4684.05
TRX003444,2025-12-29,CLI00213,Vestido Casual,Moda,137.19,1,Pix,Cancelado,Belo Horizonte,MG,Brasil,137.19
TRX004274,2025-05-29,CLI00226,Fone Bluetooth,Eletrônicos,2766.21,3,Cartao De Credito,Em Processamento,Salvador,BA,Brasil,8298.63
TRX004379,2025-03-03,CLI00674,Livro Infantil,Livros,1967.45,5,Cartao De Credito,Concluido,Rio De Janeiro,RJ,Brasil,9837.25
TRX000555,2025-06-02,CLI00187,Corda de Pular,Esporte,2022.82,4,Pix,Concluido,Fortaleza,CE,Brasil,8091.28
TRX001160,2025-12-07,CLI01108,Notebook Prime,Eletrônicos,1811.77,1,Pix,Cancelado,Fortaleza,CE,Brasil,1811.77
TRX001214,2025-07-11,CLI00280,Calça Jeans,Moda,852.69,4,Boleto,Cancelado,Porto Alegre,RS,Brasil,3410.76
TRX003255,2025-09-21,CLI01047,Halteres 5kg,Esporte,2562.4,4,Cartao De Credito,Cancelado,Curitiba,PR,Brasil,10249.6
TRX001326,2025-10-05,CLI00835,Corda de Pular,Esporte,2853.73,2,Pix,Concluido,Curitiba,PR,Brasil,5707.46
TRX003419,2025-11-06,CLI01180,Tênis Esportivo,Moda,346.39,5,Cartao De Credito,Concluido,Rio De Janeiro,RJ,Brasil,1731.95
TRX003483,2025-10-18,CLI00086,Tênis Esportivo,Moda,2954.01,5,Cartao De Credito,Concluido,Belo Horizonte,MG,Brasil,14770.05
TRX000701,2025-06-05,CLI00302,Jogo de Panelas,Casa,3246.41,4,Pix,Concluido,São Paulo,SP,Brasil,12985.64
TRX002701,2025-07-11,CLI00979,Tapete de Yoga,Esporte,1981.69,1,Pix,Devolvido,Rio De Janeiro,RJ,Brasil,1981.69
TRX004374,2025-08-18,CLI00163,Luminária LED,Casa,3308.78,3,Pix,Em Processamento,Belo Horizonte,MG,Brasil,9926.34
TRX001848,2025-12-23,CLI00046,Romance Best-Seller,Livros,2139.14,5,Cartao De Credito,Concluido,Fortaleza,CE,Brasil,10695.7
TRX004488,2025-12-06,CLI01146,Tênis Esportivo,Moda,1032.49,4,Cartao De Credito,Cancelado,Brasília,DF,Brasil,4129.96
TRX004175,2025-02-18,CLI00582,Quadrinho Clássico,Livros,2460.57,2,Cartao De Debito,Concluido,Salvador,BA,Brasil,4921.14
TRX001456,2025-02-08,CLI00275,"Smart TV 50""",Eletrônicos,1383.98,5,Cartao De Credito,Cancelado,Salvador,BA,Brasil,6919.9
TRX005977,2025-04-19,CLI00577,Quadrinho Clássico,Livros,2165.6,3,Cartao De Credito,Em Processamento,Belo Horizonte,MG,Brasil,6496.8
TRX005559,2025-10-26,CLI00127,Halteres 5kg,Esporte,1863.35,4,Boleto,Cancelado,Brasília,DF,Brasil,7453.4
TRX003204,2025-03-26,CLI01037,Jogo de Panelas,Casa,2334.06,3,Cartao De Debito,Devolvido,Belo Horizonte,MG,Brasil,7002.18
TRX000867,2025-01-14,CLI00077,Kit Cama,Casa,3023.99,5,Cartao De Debito,Cancelado,Fortaleza,CE,Brasil,15119.95
TRX004672,2025-05-19,CLI00233,Bicicleta Aro 29,Esporte,2748.39,3,Pix,Em Processamento,Porto Alegre,RS,Brasil,8245.17
TRX001645,2025-06-27,CLI00238,Smartphone X10,Eletrônicos,1591.51,3,Cartao De Credito,Cancelado,Brasília,DF,Brasil,4774.53
TRX002141,2025-09-15,CLI00541,Tapete de Yoga,Esporte,967.93,4,Pix,Concluido,Curitiba,PR,Brasil,3871.72
TRX005336,2025-02-18,CLI00159,Jogo de Panelas,Casa,2960.46,4,Pix,Concluido,Rio De Janeiro,RJ,Brasil,11841.84
TRX003584,2025-05-13,CLI00487,Kit Cama,Casa,1232.8,1,Boleto,Concluido,Recife,PE,Brasil,1232.8
TRX001491,2025-01-14,CLI00040,Notebook Prime,Eletrônicos,2409.5,3,Boleto,Cancelado,Salvador,BA,Brasil,7228.5
TRX003209,2025-03-28,CLI00394,Calça Jeans,Moda,2548.52,5,Pix,Em Processamento,Curitiba,PR,Brasil,12742.6
TRX000730,2025-11-29,CLI00763,Halteres 5kg,Esporte,749.53,5,Cartao De Credito,Concluido,Porto Alegre,RS,Brasil,3747.65
TRX004591,2025-01-21,CLI00109,Bicicleta Aro 29,Esporte,2329.0,1,Pix,Concluido,Fortaleza,CE,Brasil,2329.0
TRX003640,2025-04-02,CLI01046,Notebook Prime,Eletrônicos,681.91,3,Cartao De Credito,Devolvido,Fortaleza,CE,Brasil,2045.73
TRX002621,2025-08-03,CLI00112,Bola de Futebol,Esporte,2263.57,2,Pix,Devolvido,Curitiba,PR,Brasil,4527.14
TRX001937,2025-06-22,CLI00777,Quadrinho Clássico,Livros,3304.21,1,Pix,Cancelado,Manaus,AM,Brasil,3304.21
TRX003269,2025-07-23,CLI00993,Vestido Casual,Moda,1069.89,3,Cartao De Credito,Devolvido,Belo Horizonte,MG,Brasil,3209.67
TRX001111,2025-07-26,CLI00990,Aspirador de Pó,Casa,2532.64,3,Pix,Cancelado,Brasília,DF,Brasil,7597.92
TRX004966,2025-07-28,CLI01181,Luminária LED,Casa,2783.4,3,Boleto,Concluido,Belo Horizonte,MG,Brasil,8350.2
TRX005466,2025-04-01,CLI00952,Tapete de Yoga,Esporte,201.36,4,Boleto,Concluido,São Paulo,SP,Brasil,805.44
TRX002395,2025-03-09,CLI00986,"Smart TV 50""",Eletrônicos,681.47,4,Cartao De Credito,Em Processamento,Manaus,AM,Brasil,2725.88
TRX001186,2025-02-26,CLI00837,Romance Best-Seller,Livros,485.16,4,Cartao De Debito,Concluido,Porto Alegre,RS,Brasil,1940.64
TRX002008,2025-06-18,CLI00531,Luminária LED,Casa,123.01,4,Boleto,Concluido,Rio De Janeiro,RJ,Brasil,492.04
TRX000194,2025-01-16,CLI00531,Tênis Esportivo,Moda,1817.52,5,Pix,Concluido,Salvador,BA,Brasil,9087.6
TRX001516,2025-01-24,CLI00717,Calça Jeans,Moda,3467.17,4,Boleto,Devolvido,Rio De Janeiro,RJ,Brasil,13868.68
TRX004887,2025-10-12,CLI01092,Fone Bluetooth,Eletrônicos,2636.08,1,Pix,Em Processamento,São Paulo,SP,Brasil,2636.08
TRX000579,2025-02-02,CLI00224,Calça Jeans,Moda,1550.95,4,Pix,Em Processamento,Porto Alegre,RS,Brasil,6203.8
TRX002124,2025-04-11,CLI00070,Aspirador de Pó,Casa,3275.59,3,Pix,Devolvido,Curitiba,PR,Brasil,9826.77
TRX001430,2025-09-13,CLI00186,Vestido Casual,Moda,1094.86,2,Cartao De Credito,Em Processamento,Salvador,BA,Brasil,2189.72
TRX000772,2025-02-18,CLI00012,Kit Cama,Casa,1654.67,2,Cartao De Debito,Concluido,Belo Horizonte,MG,Brasil,3309.34
TRX003722,2025-12-04,CLI00521,Bola de Futebol,Esporte,1377.44,5,Cartao De Credito,Devolvido,Rio De Janeiro,RJ,Brasil,6887.2
TRX002396,2025-03-07,CLI00261,Caixa de Som,Eletrônicos,1105.14,5,Cartao De Debito,Concluido,São Paulo,SP,Brasil,5525.7
TRX001847,2025-07-09,CLI00183,Biografia,Livros,1928.34,3,Pix,Cancelado,Salvador,BA,Brasil,5785.02
TRX000132,2025-01-20,CLI00122,Livro Técnico Python,Livros,1009.67,3,Boleto,Concluido,Porto Alegre,RS,Brasil,3029.01
TRX000179,2025-12-19,CLI00179,Jogo de Panelas,Casa,1229.79,3,Cartao De Credito,Em Processamento,Fortaleza,CE,Brasil,3689.37
TRX005461,2025-11-15,CLI00704,Caixa de Som,Eletrônicos,1948.76,1,Pix,Concluido,Curitiba,PR,Brasil,1948.76
TRX003962,2025-03-18,CLI00527,Bola de Futebol,Esporte,2823.08,2,Boleto,Cancelado,Brasília,DF,Brasil,5646.16
TRX002581,2025-12-31,CLI00626,Vestido Casual,Moda,2625.82,3,Cartao De Debito,Concluido,Brasília,DF,Brasil,7877.46
TRX003769,2025-08-16,CLI00779,Halteres 5kg,Esporte,497.97,3,Pix,Em Processamento,Brasília,DF,Brasil,1493.91
TRX003489,2025-02-24,CLI00985,Livro Infantil,Livros,2230.43,5,Cartao De Debito,Concluido,Rio De Janeiro,RJ,Brasil,11152.15
TRX002653,2025-12-15,CLI01083,Biografia,Livros,2154.78,2,Pix,Em Processamento,Salvador,BA,Brasil,4309.56
TRX003863,2025-08-11,CLI00610,Aspirador de Pó,Casa,712.35,4,Cartao De Debito,Concluido,Curitiba,PR,Brasil,2849.4
TRX002074,2025-11-15,CLI00123,Kit Cama,Casa,1129.05,3,Cartao De Debito,Devolvido,Porto Alegre,RS,Brasil,3387.15
TRX000659,2025-04-19,CLI00779,Jaqueta Corta-Vento,Moda,3457.52,1,Pix,Cancelado,Manaus,AM,Brasil,3457.52
TRX001897,2025-08-17,CLI00062,Quadrinho Clássico,Livros,1175.58,3,Pix,Concluido,Belo Horizonte,MG,Brasil,3526.74
TRX002607,2025-04-08,CLI01083,Jogo de Panelas,Casa,1240.71,3,Cartao De Debito,Concluido,Recife,PE,Brasil,3722.13
TRX002222,2025-09-06,CLI00590,Halteres 5kg,Esporte,1051.17,3,Boleto,Devolvido,São Paulo,SP,Brasil,3153.51
