ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX001711,11-13-2025,,Fone Bluetooth,Eletrônicos,"R$ 2.365,09",2.0,Brasília/DF/Brasil,pix,Devolvido
TRX004667,11-12-2025,CLI01161,Jaqueta Corta-Vento,Moda,2367.55,1.0,Porto Alegre/RS/Brasil,Cartao de Debito,concluido
TRX002479,11/07/2025,CLI00415,Romance Best-Seller,Livros,3473.45,1.0,Recife/PE/Brasil,Cartao de Debito,Cancelado
TRX001367,30/11/2025,CLI00882,Fone Bluetooth,Eletrônicos,3414.37,3.0,BRASÍLIA - DF,PIX,concluido
TRX000174,2025-10-30,CLI00938,Corda de Pular,Esporte,"R$ 1.227,52",1.0,Manaus/AM/Brasil,Cartao de Debito,concluido
TRX000859,04/08/2025,CLI00869,Halteres 5kg,Esporte,"R$ 3.298,54",5.0,Belo Horizonte/MG/Brasil,pix,Cancelado
TRX004503,02-24-2025,CLI00355,Livro Infantil,Livros,1466.53,2.0,Brasília/DF/Brasil,PIX,Concluido
TRX003011,2025-01-01,CLI00715,Livro Infantil,Livros,393.64,4.0,São Paulo/SP/Brasil,Cartao de Debito,Em Processamento
TRX005327,05-29-2025,CLI00500,"Smart TV 50""",Eletrônicos,413.60,3.0,São Paulo/SP/Brasil,Cartao de Debito,Concluido
TRX004236,2025-08-12,CLI00240,Calça Jeans,Moda,1272.29,1.0,Brasília/DF/Brasil,Cartao de Debito,Em Processamento
TRX001953,08/06/2025,CLI00475,Fone Bluetooth,Eletrônicos,3226.88,3.0,São Paulo/SP/Brasil,pix,Em Processamento
TRX004588,25/03/2025,CLI00052,Notebook Prime,Eletrônicos,2986.82,3.0,Rio de Janeiro/RJ/Brasil,cartao de credito,Em Processamento
TRX005435,2025-03-24,CLI00280,Aspirador de Pó,Casa,2574.67,4.0,BELO HORIZONTE - MG,cartao de credito,Devolvido
TRX002037,12-14-2025,CLI00925,Vestido Casual,Moda,2088.59,3.0,Recife/PE/Brasil,cartao de credito,concluido
TRX004033,2025-01-29,CLI01079,Vestido Casual,Moda,1189.04,1.0,Brasília/DF/Brasil,cartao de credito,Em Processamento
TRX004482,2025-09-06,CLI01050,Romance Best-Seller,Livros,"R$ 299,77",4.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Cancelado
TRX000019,06/05/2025,CLI00151,"Smart TV 50""",Eletrônicos,3486.40,5.0,Manaus/AM/Brasil,cartao de credito,Devolvido
TRX000001,2025-02-17,CLI00210,Smartphone X10,Eletrônicos,792.89,2.0,PORTO ALEGRE - RS,Cartao de Credito,Devolvido
TRX002175,2025-03-08,CLI01015,Caixa de Som,Eletrônicos,"R$ 1.917,75",5.0,Belo Horizonte/MG/Brasil,Boleto,Concluido
TRX001357,09/07/2025,CLI01054,Liquidificador,Casa,1373.67,3.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Cancelado
TRX005634,12-19-2025,CLI00752,Biografia,Livros,721.49,2.0,Salvador/BA/Brasil,pix,Em Processamento
TRX003306,03-29-2025,CLI00753,Liquidificador,Casa,"R$ 1.972,58",3.0,Manaus/AM/Brasil,pix,Devolvido
TRX002827,2025-12-21,CLI00589,Caixa de Som,ELETRÔNICOS,"R$ 1.371,96",4.0,Curitiba/PR/Brasil,cartao de credito,Cancelado
TRX003616,20/05/2025,CLI00538,Halteres 5kg,Esporte,2036.81,4.0,RECIFE - PE,Boleto,Em Processamento
TRX000397,12-01-2025,CLI00145,"Smart TV 50""",ELETRÔNICOS,"R$ 136,49",1.0,Porto Alegre/RS/Brasil,,Em Processamento
TRX004592,2025-06-22,CLI00583,Luminária LED,Casa,2195.97,2.0,Porto Alegre/RS/Brasil,cartao de credito,concluido
TRX005905,2025-10-16,CLI00325,Livro Técnico Python,Livros,"R$ 333,17",5.0,São Paulo/SP/Brasil,PIX,Cancelado
TRX004831,01-07-2025,CLI00991,Livro Infantil,Livros,2880.37,3.0,São Paulo/SP/Brasil,pix,Concluido
TRX001813,21/09/2025,CLI00417,Quadrinho Clássico,Livros,329.25,2.0,RIO DE JANEIRO - RJ,Cartao de Debito,Em Processamento
TRX005058,03/10/2025,CLI00880,Vestido Casual,Moda,"R$ 3.415,27",3.0,BELO HORIZONTE - MG,cartao de credito,Concluido
TRX005130,09-25-2025,CLI00349,Quadrinho Clássico,Livros,"R$ 374,68",1.0,Manaus/AM/Brasil,Cartao de Credito,Em Processamento
TRX000817,21/01/2025,CLI01094,"Smart TV 50""",Eletrônicos,436.62,5.0,Porto Alegre/RS/Brasil,Cartao de Debito,Em Processamento
TRX001573,05-06-2025,CLI01065,Halteres 5kg,Esporte,"R$ 2.756,68",3.0,Manaus/AM/Brasil,PIX,Em Processamento
TRX004231,06-13-2025,CLI00966,Tapete de Yoga,Esporte,1574.68,2.0,São Paulo/SP/Brasil,Cartao de Credito,Cancelado
TRX001801,13/10/2025,CLI00520,Bola de Futebol,Esporte,"R$ 2.628,42",4.0,Curitiba/PR/Brasil,cartao de credito,concluido
TRX002281,04-06-2025,CLI00567,Tênis Esportivo,Moda,488.09,1.0,BELO HORIZONTE - MG,PIX,Devolvido
TRX005379,06-07-2025,CLI00923,Vestido Casual,Moda,1357.52,5.0,Porto Alegre/RS/Brasil,Cartao de Debito,Concluido
TRX004833,2025-04-12,CLI00081,Kit Cama,Casa,"R$ 778,58",3.0,Brasília/DF/Brasil,Boleto,Concluido
TRX005344,29/03/2025,CLI00048,Camiseta Básica,Moda,"R$ 2.269,93",3.0,São Paulo/SP/Brasil,cartao de credito,Cancelado
TRX004621,11-10-2025,CLI00990,Smartphone X10,Eletrônicos,"R$ 3.469,87",2.0,BELO HORIZONTE - MG,cartao de credito,Devolvido
TRX005832,06-14-2025,CLI00724,Jaqueta Corta-Vento,Moda,"R$ 1.493,75",2.0,São Paulo/SP/Brasil,pix,Em Processamento
TRX005272,2025-03-07,CLI00947,Camiseta Básica,Moda,"R$ 2.687,86",1.0,BRASÍLIA - DF,pix,Em Processamento
TRX004014,2025-05-04,CLI00818,Biografia,Livros,"R$ 1.351,17",3.0,FORTALEZA - CE,Boleto,Devolvido
TRX004357,08-16-2025,CLI00163,Tênis Esportivo,Moda,1561.35,3.0,CURITIBA - PR,pix,Concluido
TRX003444,29/12/2025,CLI00213,Vestido Casual,Moda,137.19,1.0,BELO HORIZONTE - MG,PIX,Cancelado
TRX004274,2025-05-29,CLI00226,Fone Bluetooth,Eletrônicos,2766.21,3.0,Salvador/BA/Brasil,cartao de credito,Em Processamento
TRX004379,03-03-2025,CLI00674,Livro Infantil,Livros,1967.45,5.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,concluido
TRX000555,02/06/2025,CLI00187,Corda de Pular,Esporte,2022.82,4.0,Fortaleza/CE/Brasil,pix,concluido
TRX001160,12-07-2025,CLI01108,Notebook Prime,ELETRÔNICOS,1811.77,1.0,FORTALEZA - CE,pix,Cancelado
TRX001214,2025-07-11,CLI00280,Calça Jeans,Moda,"R$ 852,69",4.0,Porto Alegre/RS/Brasil,Boleto,Cancelado
TRX003255,2025-09-21,CLI01047,Halteres 5kg,Esporte,2562.40,4.0,CURITIBA - PR,Cartao de Credito,Cancelado
TRX001326,05/10/2025,CLI00835,Corda de Pular,Esporte,2853.73,2.0,Curitiba/PR/Brasil,PIX,concluido
TRX003419,2025-11-06,CLI01180,Tênis Esportivo,MODA,"R$ 346,39",5.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Concluido
TRX003483,10-18-2025,CLI00086,Tênis Esportivo,Moda,"R$ 2.954,01",5.0,Belo Horizonte/MG/Brasil,cartao de credito,Concluido
TRX000701,05/06/2025,CLI00302,Jogo de Panelas,Casa,3246.41,4.0,São Paulo/SP/Brasil,PIX,Concluido
TRX002701,2025-07-11,CLI00979,Tapete de Yoga,Esporte,"R$ 1.981,69",1.0,Rio de Janeiro/RJ/Brasil,pix,Devolvido
TRX004374,2025-08-18,CLI00163,Luminária LED,CASA,3308.78,,Belo Horizonte/MG/Brasil,PIX,Em Processamento
TRX001848,12-23-2025,CLI00046,Romance Best-Seller,Livros,2139.14,5.0,Fortaleza/CE/Brasil,Cartao de Credito,Concluido
TRX004488,12-06-2025,CLI01146,Tênis Esportivo,Moda,"R$ 1.032,49",4.0,Brasília/DF/Brasil,Cartao de Credito,Cancelado
TRX004175,2025-02-18,CLI00582,Quadrinho Clássico,LIVROS,2460.57,2.0,Salvador/BA/Brasil,Cartao de Debito,concluido
TRX001456,08/02/2025,CLI00275,"Smart TV 50""",Eletrônicos,1383.98,5.0,Salvador/BA/Brasil,cartao de credito,Cancelado
TRX005977,19/04/2025,CLI00577,Quadrinho Clássico,Livros,"R$ 2.165,60",3.0,Belo Horizonte/MG/Brasil,cartao de credito,Em Processamento
TRX005559,26/10/2025,CLI00127,Halteres 5kg,Esporte,1863.35,4.0,Brasília/DF/Brasil,Boleto,Cancelado
TRX003204,26/03/2025,CLI01037,Jogo de Panelas,Casa,"R$ 2.334,06",,Belo Horizonte/MG/Brasil,Cartao de Debito,Devolvido
TRX000867,2025-01-14,CLI00077,Kit Cama,Casa,"R$ 3.023,99",5.0,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX004672,05-19-2025,CLI00233,Bicicleta Aro 29,Esporte,2748.39,,PORTO ALEGRE - RS,pix,Em Processamento
TRX001645,06-27-2025,CLI00238,Smartphone X10,ELETRÔNICOS,1591.51,3.0,Brasília/DF/Brasil,Cartao de Credito,Cancelado
TRX002141,2025-09-15,CLI00541,Tapete de Yoga,Esporte,967.93,4.0,Curitiba/PR/Brasil,pix,Concluido
TRX005336,2025-02-18,CLI00159,Jogo de Panelas,Casa,2960.46,4.0,Rio de Janeiro/RJ/Brasil,pix,concluido
TRX003584,05-13-2025,CLI00487,Kit Cama,CASA,1232.80,1.0,Recife/PE/Brasil,Boleto,Concluido
TRX001491,14/01/2025,CLI00040,Notebook Prime,Eletrônicos,"R$ 2.409,50",3.0,Salvador/BA/Brasil,Boleto,Cancelado
TRX003209,2025-03-28,CLI00394,Calça Jeans,Moda,"R$ 2.548,52",5.0,CURITIBA - PR,PIX,Em Processamento
TRX000730,29/11/2025,CLI00763,Halteres 5kg,Esporte,"R$ 749,53",5.0,Porto Alegre/RS/Brasil,Cartao de Credito,Concluido
TRX004591,21/01/2025,CLI00109,Bicicleta Aro 29,Esporte,"R$ 2.329,00",1.0,Fortaleza/CE/Brasil,PIX,concluido
TRX003640,2025-04-02,CLI01046,Notebook Prime,Eletrônicos,"R$ 681,91",3.0,FORTALEZA - CE,Cartao de Credito,Devolvido
TRX002621,08-03-2025,CLI00112,Bola de Futebol,Esporte,2263.57,2.0,CURITIBA - PR,PIX,Devolvido
TRX001937,22/06/2025,CLI00777,Quadrinho Clássico,Livros,"R$ 3.304,21",1.0,Manaus/AM/Brasil,pix,Cancelado
TRX003269,07-23-2025,CLI00993,Vestido Casual,Moda,1069.89,3.0,BELO HORIZONTE - MG,cartao de credito,Devolvido
TRX001111,07-26-2025,CLI00990,Aspirador de Pó,Casa,2532.64,3.0,Brasília/DF/Brasil,pix,Cancelado
TRX004966,07-28-2025,CLI01181,Luminária LED,CASA,"R$ 2.783,40",3.0,Belo Horizonte/MG/Brasil,Boleto,Concluido
TRX005466,2025-04-01,CLI00952,Tapete de Yoga,Esporte,"R$ 201,36",4.0,São Paulo/SP/Brasil,Boleto,Concluido
TRX002395,03-09-2025,CLI00986,"Smart TV 50""",Eletrônicos,681.47,4.0,Manaus/AM/Brasil,Cartao de Credito,Em Processamento
TRX001186,2025-02-26,CLI00837,Romance Best-Seller,LIVROS,485.16,4.0,PORTO ALEGRE - RS,Cartao de Debito,concluido
TRX002008,06-18-2025,CLI00531,Luminária LED,Casa,123.01,4.0,Rio de Janeiro/RJ/Brasil,Boleto,Concluido
TRX000194,16/01/2025,CLI00531,Tênis Esportivo,Moda,"R$ 1.817,52",5.0,SALVADOR - BA,PIX,Concluido
TRX001516,2025-01-24,CLI00717,Calça Jeans,Moda,3467.17,4.0,RIO DE JANEIRO - RJ,Boleto,Devolvido
TRX004887,12/10/2025,CLI01092,Fone Bluetooth,Eletrônicos,"R$ 2.636,08",1.0,São Paulo/SP/Brasil,PIX,Em Processamento
TRX000579,02/02/2025,CLI00224,Calça Jeans,MODA,"R$ 1.550,95",4.0,PORTO ALEGRE - RS,PIX,Em Processamento
TRX002124,04-11-2025,CLI00070,Aspirador de Pó,Casa,3275.59,3.0,CURITIBA - PR,PIX,Devolvido
TRX001430,13/09/2025,CLI00186,Vestido Casual,Moda,1094.86,2.0,SALVADOR - BA,Cartao de Credito,Em Processamento
TRX000772,2025-02-18,CLI00012,Kit Cama,Casa,1654.67,2.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Concluido
TRX003722,12-04-2025,CLI00521,Bola de Futebol,Esporte,1377.44,5.0,RIO DE JANEIRO - RJ,Cartao de Credito,Devolvido
TRX002396,2025-03-07,CLI00261,Caixa de Som,Eletrônicos,1105.14,5.0,SÃO PAULO - SP,Cartao de Debito,Concluido
TRX002025,27/03/2025,CLI01062,Livro Técnico Python,Livros,2430.00,2.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Cancelado
TRX001847,09/07/2025,CLI00183,Biografia,Livros,1928.34,3.0,Salvador/BA/Brasil,pix,Cancelado
TRX000132,2025-01-20,CLI00122,Livro Técnico Python,Livros,1009.67,3.0,Porto Alegre/RS/Brasil,Boleto,Concluido
TRX000179,19/12/2025,CLI00179,Jogo de Panelas,Casa,1229.79,3.0,Fortaleza/CE/Brasil,cartao de credito,Em Processamento
TRX005461,11-15-2025,CLI00704,Caixa de Som,Eletrônicos,1948.76,1.0,CURITIBA - PR,PIX,Concluido
TRX003962,2025-03-18,CLI00527,Bola de Futebol,ESPORTE,"R$ 2.823,08",2.0,Brasília/DF/Brasil,Boleto,Cancelado
TRX005471,07-12-2025,CLI00085,Kit Cama,Casa,"R$ 2.885,74",1.0,Brasília/DF/Brasil,pix,Cancelado
TRX002581,31/12/2025,CLI00626,Vestido Casual,Moda,2625.82,3.0,Brasília/DF/Brasil,Cartao de Debito,concluido
TRX003769,16/08/2025,CLI00779,Halteres 5kg,Esporte,497.97,3.0,Brasília/DF/Brasil,PIX,Em Processamento
TRX003489,24/02/2025,CLI00985,Livro Infantil,Livros,2230.43,5.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Concluido
TRX002653,15/12/2025,CLI01083,Biografia,Livros,2154.78,2.0,Salvador/BA/Brasil,PIX,Em Processamento
TRX003863,11/08/2025,CLI00610,Aspirador de Pó,Casa,"R$ 712,35",4.0,CURITIBA - PR,Cartao de Debito,concluido
TRX002074,15/11/2025,CLI00123,Kit Cama,Casa,"R$ 1.129,05",3.0,Porto Alegre/RS/Brasil,Cartao de Debito,Devolvido
TRX000659,2025-04-19,CLI00779,Jaqueta Corta-Vento,Moda,3457.52,1.0,MANAUS - AM,pix,Cancelado
TRX001897,08-17-2025,CLI00062,Quadrinho Clássico,Livros,1175.58,3.0,Belo Horizonte/MG/Brasil,pix,Concluido
TRX005543,2025-05-27,CLI00778,Tênis Esportivo,Moda,163.89,4.0,MANAUS - AM,Cartao de Debito,Devolvido
TRX002607,2025-04-08,CLI01083,Jogo de Panelas,Casa,1240.71,3.0,Recife/PE/Brasil,Cartao de Debito,Concluido
TRX002222,09-06-2025,CLI00590,Halteres 5kg,Esporte,"R$ 1.051,17",3.0,São Paulo/SP/Brasil,Boleto,Devolvido
TRX005788,2025-07-03,CLI00114,Romance Best-Seller,Livros,"R$ 1.466,62",3.0,Rio de Janeiro/RJ/Brasil,PIX,Concluido
TRX002380,05-29-2025,CLI00523,Biografia,Livros,"R$ 2.590,60",1.0,Porto Alegre/RS/Brasil,pix,Cancelado
TRX001448,2025-07-18,CLI01011,Calça Jeans,Moda,"R$ 3.469,70",2.0,FORTALEZA - CE,cartao de credito,Devolvido
TRX000343,29/11/2025,CLI00556,Jogo de Panelas,Casa,"R$ 247,09",1.0,FORTALEZA - CE,PIX,Concluido
TRX004554,10-18-2025,CLI00940,Romance Best-Seller,Livros,2644.76,4.0,MANAUS - AM,pix,concluido
TRX002528,2025-04-10,CLI00964,Notebook Prime,Eletrônicos,2866.10,5.0,Manaus/AM/Brasil,PIX,Em Processamento
TRX000728,2025-07-02,CLI00251,Aspirador de Pó,Casa,"R$ 1.683,27",4.0,Manaus/AM/Brasil,Boleto,Cancelado
TRX005364,28/01/2025,CLI00488,Biografia,Livros,"R$ 3.341,20",,Manaus/AM/Brasil,Cartao de Debito,Devolvido
TRX000977,04-23-2025,CLI00229,Livro Técnico Python,Livros,223.68,5.0,SÃO PAULO - SP,PIX,Devolvido
TRX002998,03-14-2025,CLI01151,Romance Best-Seller,Livros,"R$ 2.787,43",2.0,Recife/PE/Brasil,Cartao de Credito,Devolvido
TRX004242,01-27-2025,CLI00014,Caixa de Som,Eletrônicos,2083.32,4.0,Salvador/BA/Brasil,Cartao de Debito,Em Processamento
TRX001929,2025-06-10,CLI00886,Camiseta Básica,Moda,"R$ 3.122,84",3.0,Brasília/DF/Brasil,Cartao de Credito,Devolvido
TRX003842,08-22-2025,CLI01146,Kit Cama,Casa,785.36,5.0,São Paulo/SP/Brasil,Cartao de Credito,Concluido
TRX005873,12/08/2025,CLI00970,Kit Cama,Casa,2907.21,3.0,Manaus/AM/Brasil,PIX,Cancelado
TRX001300,28/08/2025,CLI00442,Jaqueta Corta-Vento,MODA,3470.40,,RECIFE - PE,Cartao de Credito,Em Processamento
TRX004254,12-20-2025,CLI00466,Corda de Pular,Esporte,3316.07,3.0,Manaus/AM/Brasil,PIX,Concluido
TRX005616,06-10-2025,CLI00283,Tênis Esportivo,Moda,848.34,1.0,Curitiba/PR/Brasil,Cartao de Credito,concluido
TRX000661,12-21-2025,CLI00859,Liquidificador,Casa,"R$ 1.232,23",2.0,Belo Horizonte/MG/Brasil,cartao de credito,Devolvido
TRX001791,08-11-2025,CLI00371,Quadrinho Clássico,Livros,"R$ 3.105,56",5.0,Porto Alegre/RS/Brasil,PIX,Cancelado
TRX003525,12-13-2025,CLI00014,Corda de Pular,Esporte,2210.56,2.0,RECIFE - PE,PIX,Devolvido
TRX004099,01-20-2025,CLI00792,Caixa de Som,Eletrônicos,355.56,3.0,FORTALEZA - CE,Cartao de Debito,Em Processamento
TRX000494,02-14-2025,CLI00738,Livro Técnico Python,Livros,"R$ 3.359,91",4.0,PORTO ALEGRE - RS,cartao de credito,concluido
TRX005815,09/06/2025,CLI00359,Aspirador de Pó,Casa,1836.69,1.0,Porto Alegre/RS/Brasil,Boleto,concluido
TRX004293,2025-09-06,CLI00690,Corda de Pular,ESPORTE,791.76,4.0,SALVADOR - BA,Cartao de Credito,Devolvido
TRX004247,2025-07-28,CLI00505,Luminária LED,Casa,1627.17,3.0,Salvador/BA/Brasil,Boleto,concluido
TRX003980,07-18-2025,CLI00660,Bola de Futebol,Esporte,"R$ 105,03",4.0,SÃO PAULO - SP,Boleto,Em Processamento
TRX005630,2025-02-08,CLI00588,"Smart TV 50""",Eletrônicos,3445.79,5.0,Curitiba/PR/Brasil,Boleto,Devolvido
TRX005177,12-11-2025,CLI00262,Livro Técnico Python,Livros,"R$ 1.786,46",1.0,PORTO ALEGRE - RS,cartao de credito,Devolvido
TRX001086,2025-05-17,CLI00302,Corda de Pular,Esporte,"R$ 1.929,14",1.0,Salvador/BA/Brasil,Boleto,Em Processamento
TRX005772,16/11/2025,CLI00586,"Smart TV 50""",Eletrônicos,2212.15,5.0,CURITIBA - PR,Cartao de Credito,Em Processamento
TRX000695,2025-02-09,CLI00027,Calça Jeans,Moda,509.29,4.0,SALVADOR - BA,Cartao de Credito,Devolvido
TRX001279,2025-04-21,CLI01090,Halteres 5kg,Esporte,1421.31,5.0,Recife/PE/Brasil,Cartao de Credito,Em Processamento
TRX004310,28/12/2025,CLI00037,Jaqueta Corta-Vento,Moda,"R$ 1.821,49",3.0,Brasília/DF/Brasil,Cartao de Debito,Em Processamento
TRX001622,2025-07-14,CLI00946,Smartphone X10,Eletrônicos,"R$ 2.300,39",5.0,Recife/PE/Brasil,pix,Concluido
TRX002562,09-11-2025,CLI00682,Bicicleta Aro 29,Esporte,2845.30,3.0,Brasília/DF/Brasil,PIX,Cancelado
TRX005475,29/03/2025,CLI00082,Fone Bluetooth,Eletrônicos,2664.35,4.0,Manaus/AM/Brasil,Cartao de Credito,Devolvido
TRX004387,2025-09-09,CLI01067,Jaqueta Corta-Vento,Moda,"R$ 3.129,58",5.0,SALVADOR - BA,cartao de credito,Devolvido
TRX000068,07-23-2025,CLI00960,Kit Cama,Casa,2817.75,3.0,Porto Alegre/RS/Brasil,cartao de credito,Concluido
TRX004861,2025-05-06,CLI00660,Vestido Casual,Moda,1693.40,1.0,BELO HORIZONTE - MG,Cartao de Debito,Concluido
TRX003132,12/08/2025,CLI00982,Tênis Esportivo,Moda,2262.04,3.0,Recife/PE/Brasil,pix,Concluido
TRX002270,2025-04-03,CLI01019,Halteres 5kg,Esporte,89.77,4.0,SALVADOR - BA,,Cancelado
TRX005747,12/03/2025,CLI01024,Livro Técnico Python,Livros,3211.84,5.0,BELO HORIZONTE - MG,Boleto,Cancelado
TRX004813,2025-06-13,CLI00176,Tênis Esportivo,Moda,"R$ 3.344,09",5.0,Porto Alegre/RS/Brasil,cartao de credito,Devolvido
TRX000821,07-06-2025,CLI00467,Vestido Casual,Moda,911.71,4.0,PORTO ALEGRE - RS,PIX,Devolvido
TRX001227,10-30-2025,CLI00392,Jogo de Panelas,Casa,"R$ 2.680,97",1.0,Fortaleza/CE/Brasil,Boleto,concluido
TRX001678,01-29-2025,CLI00295,Fone Bluetooth,Eletrônicos,"R$ 2.387,01",5.0,FORTALEZA - CE,Cartao de Debito,Concluido
TRX005109,2025-03-26,CLI00975,Bola de Futebol,Esporte,"R$ 2.645,65",4.0,Salvador/BA/Brasil,Cartao de Debito,Devolvido
TRX002868,11-15-2025,CLI01016,Tênis Esportivo,Moda,"R$ 547,94",4.0,Salvador/BA/Brasil,Cartao de Debito,Devolvido
TRX004457,16/03/2025,CLI00437,Calça Jeans,Moda,"R$ 1.354,80",4.0,CURITIBA - PR,cartao de credito,concluido
TRX002368,10/04/2025,CLI00531,Vestido Casual,Moda,"R$ 3.197,87",3.0,PORTO ALEGRE - RS,pix,Devolvido
TRX003159,02-14-2025,CLI01081,Jaqueta Corta-Vento,Moda,640.03,1.0,SALVADOR - BA,Cartao de Debito,Devolvido
TRX004038,19/02/2025,CLI00156,Biografia,Livros,2672.05,1.0,Recife/PE/Brasil,Cartao de Debito,Concluido
TRX002513,17/11/2025,CLI00158,Kit Cama,CASA,3024.09,4.0,Fortaleza/CE/Brasil,Boleto,Concluido
TRX004742,2025-07-12,CLI00312,Calça Jeans,Moda,499.71,4.0,Recife/PE/Brasil,Cartao de Debito,Em Processamento
TRX002724,2025-06-28,CLI01047,Aspirador de Pó,Casa,"R$ 1.488,21",1.0,Rio de Janeiro/RJ/Brasil,Boleto,concluido
TRX005449,01-20-2025,CLI00392,Luminária LED,Casa,"R$ 909,23",5.0,FORTALEZA - CE,Cartao de Credito,concluido
TRX005202,2025-11-03,CLI01091,Fone Bluetooth,Eletrônicos,978.50,4.0,Curitiba/PR/Brasil,pix,Em Processamento
TRX004518,2025-06-08,,Tapete de Yoga,Esporte,"R$ 2.769,91",1.0,Curitiba/PR/Brasil,PIX,Devolvido
TRX001144,2025-01-14,CLI00267,Luminária LED,Casa,1084.70,4.0,Salvador/BA/Brasil,Cartao de Credito,Em Processamento
TRX000398,02-05-2025,CLI01056,Aspirador de Pó,Casa,"R$ 2.017,62",4.0,Salvador/BA/Brasil,pix,Em Processamento
TRX005028,2025-08-30,CLI00242,Notebook Prime,Eletrônicos,2121.34,4.0,BELO HORIZONTE - MG,PIX,Concluido
TRX000787,2025-07-17,CLI01072,Luminária LED,Casa,"R$ 2.706,71",3.0,Salvador/BA/Brasil,cartao de credito,Em Processamento
TRX005454,2025-12-11,CLI00608,Bola de Futebol,Esporte,1779.64,1.0,CURITIBA - PR,pix,Concluido
TRX004779,23/05/2025,CLI00391,Tênis Esportivo,Moda,2454.70,5.0,Recife/PE/Brasil,pix,concluido
TRX001399,07-09-2025,CLI00197,Smartphone X10,Eletrônicos,302.45,4.0,Curitiba/PR/Brasil,Cartao de Credito,Devolvido
TRX001660,2025-03-04,CLI00011,Livro Infantil,Livros,3006.66,4.0,Curitiba/PR/Brasil,PIX,Cancelado
TRX003465,2025-01-05,CLI00613,"Smart TV 50""",Eletrônicos,3251.69,5.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Devolvido
TRX002221,2025-03-06,CLI01089,Smartphone X10,Eletrônicos,713.67,2.0,Porto Alegre/RS/Brasil,Cartao de Debito,Concluido
TRX000980,11/11/2025,CLI00168,Biografia,LIVROS,364.78,2.0,Curitiba/PR/Brasil,cartao de credito,concluido
TRX002332,01-12-2025,CLI00752,Jaqueta Corta-Vento,Moda,2412.97,1.0,RECIFE - PE,Cartao de Credito,Em Processamento
TRX001299,03-20-2025,CLI00690,Kit Cama,Casa,"R$ 646,39",3.0,RECIFE - PE,cartao de credito,Concluido
TRX005569,11-30-2025,CLI00601,Vestido Casual,Moda,"R$ 1.806,70",3.0,Belo Horizonte/MG/Brasil,cartao de credito,Devolvido
TRX003942,12/04/2025,CLI00048,Romance Best-Seller,Livros,"R$ 904,98",2.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Devolvido
TRX004546,2025-04-06,CLI00227,Camiseta Básica,Moda,3182.85,2.0,Curitiba/PR/Brasil,pix,concluido
TRX000083,2025-08-09,CLI00995,Smartphone X10,Eletrônicos,2321.86,4.0,PORTO ALEGRE - RS,cartao de credito,Em Processamento
TRX003222,2025-02-04,CLI00082,Quadrinho Clássico,Livros,2044.02,4.0,Porto Alegre/RS/Brasil,Boleto,Em Processamento
TRX003621,18/09/2025,CLI00198,Camiseta Básica,MODA,"R$ 1.204,20",1.0,BELO HORIZONTE - MG,Boleto,Concluido
TRX004776,07-06-2025,CLI00884,Livro Técnico Python,Livros,2861.07,5.0,Manaus/AM/Brasil,PIX,Em Processamento
TRX004086,02/08/2025,CLI00291,Caixa de Som,Eletrônicos,"R$ 2.381,44",5.0,Brasília/DF/Brasil,pix,concluido
TRX004809,29/05/2025,CLI00486,Fone Bluetooth,ELETRÔNICOS,659.38,4.0,Fortaleza/CE/Brasil,pix,Em Processamento
TRX003380,12/03/2025,,Fone Bluetooth,Eletrônicos,2167.64,3.0,FORTALEZA - CE,PIX,concluido
TRX002904,09-05-2025,CLI00481,Jaqueta Corta-Vento,Moda,"R$ 528,02",2.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Em Processamento
TRX000424,2025-12-08,CLI00330,Jaqueta Corta-Vento,Moda,"R$ 3.347,41",4.0,Porto Alegre/RS/Brasil,cartao de credito,Cancelado
TRX005290,2025-01-27,CLI00765,Fone Bluetooth,Eletrônicos,2165.86,4.0,RIO DE JANEIRO - RJ,cartao de credito,Em Processamento
TRX001905,2025-09-06,CLI00181,Tênis Esportivo,Moda,1500.46,1.0,BRASÍLIA - DF,Boleto,Cancelado
TRX005546,26/07/2025,CLI00740,Camiseta Básica,Moda,70.55,4.0,Salvador/BA/Brasil,cartao de credito,Devolvido
TRX001531,11/07/2025,CLI00028,Luminária LED,Casa,1281.11,1.0,RECIFE - PE,Cartao de Debito,Concluido
TRX004332,06-04-2025,CLI00179,Kit Cama,Casa,"R$ 2.416,61",3.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Devolvido
